menu_item,menu_item_price,menu_item_calories,restaurant_address
Small Hamburger,2.49,250,"101 village road ne, leland, nc, 28451, us"
Small Cheeseburger,2.79,300,"101 village road ne, leland, nc, 28451, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.69,670,"125 w maple st, cumming, ga, 30040, us"
Super Star,7.69,950,"125 w maple st, cumming, ga, 30040, us"
Frisco Burger,6.29,860,"125 w maple st, cumming, ga, 30040, us"
Double Frisco Burger,7.59,1140,"125 w maple st, cumming, ga, 30040, us"
Monster,9.39,1140,"125 w maple st, cumming, ga, 30040, us"
Bacon Cheeseburger,6.59,740,"125 w maple st, cumming, ga, 30040, us"
Double Bacon Cheeseburger,7.99,1010,"125 w maple st, cumming, ga, 30040, us"
Mushroom &amp; Swiss,5.99,560,"125 w maple st, cumming, ga, 30040, us"
Double Mushroom &amp; Swiss,7.19,790,"125 w maple st, cumming, ga, 30040, us"
Big Cheeseburger,3.89,540,"125 w maple st, cumming, ga, 30040, us"
Double Big Cheeseburger,7.29,760,"125 w maple st, cumming, ga, 30040, us"
5 Piece Nashville Hot Hand-Breaded Chicken Tender Platter,5.49,670,"12872 70 business highway west, clayton, nc, 27520, us"
Mushroom &amp; Swiss,6.09,560,"12872 70 business highway west, clayton, nc, 27520, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"12872 70 business highway west, clayton, nc, 27520, us"
Super Star,6.99,950,"12872 70 business highway west, clayton, nc, 27520, us"
Frisco Burger,6.49,860,"12872 70 business highway west, clayton, nc, 27520, us"
Double Frisco Burger,7.99,1140,"12872 70 business highway west, clayton, nc, 27520, us"
Monster,8.99,1140,"12872 70 business highway west, clayton, nc, 27520, us"
Bacon Cheeseburger,6.59,740,"12872 70 business highway west, clayton, nc, 27520, us"
Double Bacon Cheeseburger,8.09,1010,"12872 70 business highway west, clayton, nc, 27520, us"
Mushroom &amp; Swiss,6.09,560,"12872 70 business highway west, clayton, nc, 27520, us"
Double Mushroom &amp; Swiss,7.59,790,"12872 70 business highway west, clayton, nc, 27520, us"
Big Cheeseburger,4.49,540,"12872 70 business highway west, clayton, nc, 27520, us"
Double Big Cheeseburger,5.99,760,"12872 70 business highway west, clayton, nc, 27520, us"
Small Hamburger,2.49,250,"12872 70 business highway west, clayton, nc, 27520, us"
Small Cheeseburger,2.79,300,"12872 70 business highway west, clayton, nc, 27520, us"
Famous Star,5.49,670,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Mushroom &amp; Swiss,6.09,560,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Super Star,6.99,950,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Frisco Burger,6.49,860,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Double Frisco Burger,7.99,1140,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Monster,8.99,1140,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Bacon Cheeseburger,6.59,740,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Double Bacon Cheeseburger,8.09,1010,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Mushroom &amp; Swiss,6.09,560,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Double Mushroom &amp; Swiss,7.59,790,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Big Cheeseburger,4.49,540,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Double Big Cheeseburger,5.99,760,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Small Hamburger,2.49,250,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
Small Cheeseburger,2.79,300,"140 dale earnhardt boulevard, kannapolis, nc, 28081, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"14101 statesville rd, huntersville, nc, 28078, us"
Super Star,6.99,950,"14101 statesville rd, huntersville, nc, 28078, us"
Frisco Burger,6.49,860,"14101 statesville rd, huntersville, nc, 28078, us"
Double Frisco Burger,7.99,1140,"14101 statesville rd, huntersville, nc, 28078, us"
Monster,8.99,1140,"14101 statesville rd, huntersville, nc, 28078, us"
Bacon Cheeseburger,6.59,740,"14101 statesville rd, huntersville, nc, 28078, us"
Double Bacon Cheeseburger,7.99,1010,"14101 statesville rd, huntersville, nc, 28078, us"
Mushroom &amp; Swiss,6.09,560,"14101 statesville rd, huntersville, nc, 28078, us"
Double Mushroom &amp; Swiss,7.59,790,"14101 statesville rd, huntersville, nc, 28078, us"
Big Cheeseburger,4.49,540,"14101 statesville rd, huntersville, nc, 28078, us"
Double Big Cheeseburger,5.99,760,"14101 statesville rd, huntersville, nc, 28078, us"
Famous Star,5.49,670,"1420 floral parkway, wilmington, nc, 28403, us"
Mushroom &amp; Swiss,6.09,560,"1420 floral parkway, wilmington, nc, 28403, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"1420 floral parkway, wilmington, nc, 28403, us"
Super Star,6.99,950,"1420 floral parkway, wilmington, nc, 28403, us"
Frisco Burger,6.49,860,"1420 floral parkway, wilmington, nc, 28403, us"
Double Frisco Burger,7.99,1140,"1420 floral parkway, wilmington, nc, 28403, us"
Monster,8.99,1140,"1420 floral parkway, wilmington, nc, 28403, us"
Bacon Cheeseburger,6.59,740,"1420 floral parkway, wilmington, nc, 28403, us"
Double Bacon Cheeseburger,8.09,1010,"1420 floral parkway, wilmington, nc, 28403, us"
Mushroom &amp; Swiss,6.09,560,"1420 floral parkway, wilmington, nc, 28403, us"
Double Mushroom &amp; Swiss,7.59,790,"1420 floral parkway, wilmington, nc, 28403, us"
Big Cheeseburger,4.49,540,"1420 floral parkway, wilmington, nc, 28403, us"
Double Big Cheeseburger,5.99,760,"1420 floral parkway, wilmington, nc, 28403, us"
Small Hamburger,2.49,250,"1420 floral parkway, wilmington, nc, 28403, us"
Small Cheeseburger,2.79,300,"1420 floral parkway, wilmington, nc, 28403, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.79,670,"1520, buford, ga, 30518, us"
Super Star,7.79,950,"1520, buford, ga, 30518, us"
Frisco Burger,6.39,860,"1520, buford, ga, 30518, us"
Double Frisco Burger,7.69,1140,"1520, buford, ga, 30518, us"
Monster,9.59,1140,"1520, buford, ga, 30518, us"
Bacon Cheeseburger,6.69,740,"1520, buford, ga, 30518, us"
Double Bacon Cheeseburger,8.19,1010,"1520, buford, ga, 30518, us"
Mushroom &amp; Swiss,6.09,560,"1520, buford, ga, 30518, us"
Double Mushroom &amp; Swiss,7.39,790,"1520, buford, ga, 30518, us"
Big Cheeseburger,3.89,540,"1520, buford, ga, 30518, us"
Double Big Cheeseburger,7.39,760,"1520, buford, ga, 30518, us"
Famous Star,5.49,670,"1970 s. 17th street, wilmington, nc, 28401, us"
Mushroom &amp; Swiss,6.09,560,"1970 s. 17th street, wilmington, nc, 28401, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"1970 s. 17th street, wilmington, nc, 28401, us"
Super Star,6.99,950,"1970 s. 17th street, wilmington, nc, 28401, us"
Frisco Burger,6.49,860,"1970 s. 17th street, wilmington, nc, 28401, us"
Double Frisco Burger,7.99,1140,"1970 s. 17th street, wilmington, nc, 28401, us"
Monster,8.99,1140,"1970 s. 17th street, wilmington, nc, 28401, us"
Bacon Cheeseburger,6.59,740,"1970 s. 17th street, wilmington, nc, 28401, us"
Double Bacon Cheeseburger,8.09,1010,"1970 s. 17th street, wilmington, nc, 28401, us"
Mushroom &amp; Swiss,6.09,560,"1970 s. 17th street, wilmington, nc, 28401, us"
Double Mushroom &amp; Swiss,7.59,790,"1970 s. 17th street, wilmington, nc, 28401, us"
Big Cheeseburger,4.49,540,"1970 s. 17th street, wilmington, nc, 28401, us"
Double Big Cheeseburger,5.99,760,"1970 s. 17th street, wilmington, nc, 28401, us"
Small Hamburger,2.49,250,"1970 s. 17th street, wilmington, nc, 28401, us"
Small Cheeseburger,2.79,300,"1970 s. 17th street, wilmington, nc, 28401, us"
5 Piece Hand-Breaded Chicken Tender Platter,6.39,670,"2005 whitten road, memphis, tn, 38133, us"
Super Star,7.99,950,"2005 whitten road, memphis, tn, 38133, us"
Frisco Burger,7.09,860,"2005 whitten road, memphis, tn, 38133, us"
Double Frisco Burger,8.59,1140,"2005 whitten road, memphis, tn, 38133, us"
Monster,9.59,1140,"2005 whitten road, memphis, tn, 38133, us"
Bacon Cheeseburger,7.19,740,"2005 whitten road, memphis, tn, 38133, us"
Double Bacon Cheeseburger,8.69,1010,"2005 whitten road, memphis, tn, 38133, us"
Mushroom &amp; Swiss,6.69,560,"2005 whitten road, memphis, tn, 38133, us"
Double Mushroom &amp; Swiss,8.19,790,"2005 whitten road, memphis, tn, 38133, us"
Big Cheeseburger,4.89,540,"2005 whitten road, memphis, tn, 38133, us"
Double Big Cheeseburger,6.39,760,"2005 whitten road, memphis, tn, 38133, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.79,670,"201 n, goose creek, sc, 29445, us"
Super Star,7.79,950,"201 n, goose creek, sc, 29445, us"
Frisco Burger,6.39,860,"201 n, goose creek, sc, 29445, us"
Double Frisco Burger,7.69,1140,"201 n, goose creek, sc, 29445, us"
Monster,9.59,1140,"201 n, goose creek, sc, 29445, us"
Bacon Cheeseburger,6.69,740,"201 n, goose creek, sc, 29445, us"
Double Bacon Cheeseburger,8.19,1010,"201 n, goose creek, sc, 29445, us"
Mushroom &amp; Swiss,6.09,560,"201 n, goose creek, sc, 29445, us"
Double Mushroom &amp; Swiss,7.39,790,"201 n, goose creek, sc, 29445, us"
Big Cheeseburger,3.89,540,"201 n, goose creek, sc, 29445, us"
Double Big Cheeseburger,7.39,760,"201 n, goose creek, sc, 29445, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"206 s main st, clover, sc, 29710, us"
Super Star,6.99,950,"206 s main st, clover, sc, 29710, us"
Frisco Burger,6.49,860,"206 s main st, clover, sc, 29710, us"
Double Frisco Burger,7.99,1140,"206 s main st, clover, sc, 29710, us"
Monster,8.99,1140,"206 s main st, clover, sc, 29710, us"
Bacon Cheeseburger,6.59,740,"206 s main st, clover, sc, 29710, us"
Double Bacon Cheeseburger,7.99,1010,"206 s main st, clover, sc, 29710, us"
Mushroom &amp; Swiss,6.09,560,"206 s main st, clover, sc, 29710, us"
Double Mushroom &amp; Swiss,7.59,790,"206 s main st, clover, sc, 29710, us"
Big Cheeseburger,4.49,540,"206 s main st, clover, sc, 29710, us"
Double Big Cheeseburger,5.99,760,"206 s main st, clover, sc, 29710, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"2165 mana court, rock hill, sc, 29730, us"
Super Star,6.99,950,"2165 mana court, rock hill, sc, 29730, us"
Frisco Burger,6.49,860,"2165 mana court, rock hill, sc, 29730, us"
Double Frisco Burger,7.99,1140,"2165 mana court, rock hill, sc, 29730, us"
Monster,8.99,1140,"2165 mana court, rock hill, sc, 29730, us"
Bacon Cheeseburger,6.59,740,"2165 mana court, rock hill, sc, 29730, us"
Double Bacon Cheeseburger,7.99,1010,"2165 mana court, rock hill, sc, 29730, us"
Mushroom &amp; Swiss,6.09,560,"2165 mana court, rock hill, sc, 29730, us"
Double Mushroom &amp; Swiss,7.59,790,"2165 mana court, rock hill, sc, 29730, us"
Big Cheeseburger,4.49,540,"2165 mana court, rock hill, sc, 29730, us"
Double Big Cheeseburger,5.99,760,"2165 mana court, rock hill, sc, 29730, us"
5 Piece Hand-Breaded Chicken Tender Platter,6.09,670,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Super Star,8.09,950,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Frisco Burger,7.99,860,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Double Frisco Burger,9.99,1140,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Monster,9.89,1140,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Bacon Cheeseburger,7.79,740,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Double Bacon Cheeseburger,9.79,1010,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Mushroom &amp; Swiss,7.59,560,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Double Mushroom &amp; Swiss,9.59,790,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Big Cheeseburger,5.69,540,"2450 e layton ave, saint francis, wi, 53235-6045, us"
Double Big Cheeseburger,7.69,760,"2450 e layton ave, saint francis, wi, 53235-6045, us"
5 Piece Nashville Hot Hand-Breaded Chicken Tender Platter,5.49,670,"2497 hope mills road, fayetteville, nc, 28304, us"
Mushroom &amp; Swiss,6.09,560,"2497 hope mills road, fayetteville, nc, 28304, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"2497 hope mills road, fayetteville, nc, 28304, us"
Super Star,6.99,950,"2497 hope mills road, fayetteville, nc, 28304, us"
Frisco Burger,6.49,860,"2497 hope mills road, fayetteville, nc, 28304, us"
Double Frisco Burger,7.99,1140,"2497 hope mills road, fayetteville, nc, 28304, us"
Monster,8.99,1140,"2497 hope mills road, fayetteville, nc, 28304, us"
Bacon Cheeseburger,6.59,740,"2497 hope mills road, fayetteville, nc, 28304, us"
Double Bacon Cheeseburger,8.09,1010,"2497 hope mills road, fayetteville, nc, 28304, us"
Mushroom &amp; Swiss,6.09,560,"2497 hope mills road, fayetteville, nc, 28304, us"
Double Mushroom &amp; Swiss,7.59,790,"2497 hope mills road, fayetteville, nc, 28304, us"
Big Cheeseburger,4.49,540,"2497 hope mills road, fayetteville, nc, 28304, us"
Double Big Cheeseburger,5.99,760,"2497 hope mills road, fayetteville, nc, 28304, us"
Small Hamburger,2.49,250,"2497 hope mills road, fayetteville, nc, 28304, us"
Small Cheeseburger,2.79,300,"2497 hope mills road, fayetteville, nc, 28304, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.79,670,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Super Star,7.79,950,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Frisco Burger,6.39,860,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Double Frisco Burger,7.69,1140,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Monster,9.59,1140,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Bacon Cheeseburger,6.69,740,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Double Bacon Cheeseburger,8.19,1010,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Mushroom &amp; Swiss,6.09,560,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Double Mushroom &amp; Swiss,7.39,790,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Big Cheeseburger,3.89,540,"2516 bouldercrest drive, atlanta, ga, 30316, us"
Double Big Cheeseburger,7.39,760,"2516 bouldercrest drive, atlanta, ga, 30316, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"2909 fern valley road, louisville, ky, 40219, us"
Super Star,7.29,950,"2909 fern valley road, louisville, ky, 40219, us"
Frisco Burger,8.49,860,"2909 fern valley road, louisville, ky, 40219, us"
Double Frisco Burger,9.59,1140,"2909 fern valley road, louisville, ky, 40219, us"
Monster,10.69,1140,"2909 fern valley road, louisville, ky, 40219, us"
Bacon Cheeseburger,8.49,740,"2909 fern valley road, louisville, ky, 40219, us"
Double Bacon Cheeseburger,10.69,1010,"2909 fern valley road, louisville, ky, 40219, us"
Mushroom &amp; Swiss,7.79,560,"2909 fern valley road, louisville, ky, 40219, us"
Double Mushroom &amp; Swiss,9.99,790,"2909 fern valley road, louisville, ky, 40219, us"
Big Cheeseburger,5.49,540,"2909 fern valley road, louisville, ky, 40219, us"
Double Big Cheeseburger,8.99,760,"2909 fern valley road, louisville, ky, 40219, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.99,670,"2990 richmond rd, lexington, ky, 40509, us"
Super Star,7.99,950,"2990 richmond rd, lexington, ky, 40509, us"
Frisco Burger,7.49,860,"2990 richmond rd, lexington, ky, 40509, us"
Double Frisco Burger,9.49,1140,"2990 richmond rd, lexington, ky, 40509, us"
Monster,9.99,1140,"2990 richmond rd, lexington, ky, 40509, us"
Bacon Cheeseburger,7.49,740,"2990 richmond rd, lexington, ky, 40509, us"
Double Bacon Cheeseburger,9.49,1010,"2990 richmond rd, lexington, ky, 40509, us"
Mushroom &amp; Swiss,6.69,560,"2990 richmond rd, lexington, ky, 40509, us"
Double Mushroom &amp; Swiss,8.69,790,"2990 richmond rd, lexington, ky, 40509, us"
Big Cheeseburger,5.19,540,"2990 richmond rd, lexington, ky, 40509, us"
Double Big Cheeseburger,7.19,760,"2990 richmond rd, lexington, ky, 40509, us"
5 Piece Nashville Hot Hand-Breaded Chicken Tender Platter,5.49,670,"3803 morganton road, fayetteville, nc, 28314, us"
Mushroom &amp; Swiss,6.09,560,"3803 morganton road, fayetteville, nc, 28314, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"3803 morganton road, fayetteville, nc, 28314, us"
Super Star,6.99,950,"3803 morganton road, fayetteville, nc, 28314, us"
Frisco Burger,6.49,860,"3803 morganton road, fayetteville, nc, 28314, us"
Double Frisco Burger,7.99,1140,"3803 morganton road, fayetteville, nc, 28314, us"
Monster,8.99,1140,"3803 morganton road, fayetteville, nc, 28314, us"
Bacon Cheeseburger,6.59,740,"3803 morganton road, fayetteville, nc, 28314, us"
Double Bacon Cheeseburger,8.09,1010,"3803 morganton road, fayetteville, nc, 28314, us"
Mushroom &amp; Swiss,6.09,560,"3803 morganton road, fayetteville, nc, 28314, us"
Double Mushroom &amp; Swiss,7.59,790,"3803 morganton road, fayetteville, nc, 28314, us"
Big Cheeseburger,4.49,540,"3803 morganton road, fayetteville, nc, 28314, us"
Double Big Cheeseburger,5.99,760,"3803 morganton road, fayetteville, nc, 28314, us"
Small Hamburger,2.49,250,"3803 morganton road, fayetteville, nc, 28314, us"
Small Cheeseburger,2.79,300,"3803 morganton road, fayetteville, nc, 28314, us"
5 Piece Nashville Hot Hand-Breaded Chicken Tender Platter,5.49,670,"3912 north duke street, durham, nc, 27704, us"
Mushroom &amp; Swiss,6.09,560,"3912 north duke street, durham, nc, 27704, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"3912 north duke street, durham, nc, 27704, us"
Super Star,6.99,950,"3912 north duke street, durham, nc, 27704, us"
Frisco Burger,6.49,860,"3912 north duke street, durham, nc, 27704, us"
Double Frisco Burger,7.99,1140,"3912 north duke street, durham, nc, 27704, us"
Monster,8.99,1140,"3912 north duke street, durham, nc, 27704, us"
Bacon Cheeseburger,6.59,740,"3912 north duke street, durham, nc, 27704, us"
Double Bacon Cheeseburger,8.09,1010,"3912 north duke street, durham, nc, 27704, us"
Mushroom &amp; Swiss,6.09,560,"3912 north duke street, durham, nc, 27704, us"
Double Mushroom &amp; Swiss,7.59,790,"3912 north duke street, durham, nc, 27704, us"
Big Cheeseburger,4.49,540,"3912 north duke street, durham, nc, 27704, us"
Double Big Cheeseburger,5.99,760,"3912 north duke street, durham, nc, 27704, us"
Small Hamburger,2.49,250,"3912 north duke street, durham, nc, 27704, us"
Small Cheeseburger,2.79,300,"3912 north duke street, durham, nc, 27704, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.89,670,"4011 s noland rd, independence, mo, 64055, us"
Super Star,7.89,950,"4011 s noland rd, independence, mo, 64055, us"
Frisco Burger,6.49,860,"4011 s noland rd, independence, mo, 64055, us"
Double Frisco Burger,7.79,1140,"4011 s noland rd, independence, mo, 64055, us"
Monster,9.69,1140,"4011 s noland rd, independence, mo, 64055, us"
Bacon Cheeseburger,6.79,740,"4011 s noland rd, independence, mo, 64055, us"
Double Bacon Cheeseburger,8.29,1010,"4011 s noland rd, independence, mo, 64055, us"
Mushroom &amp; Swiss,6.19,560,"4011 s noland rd, independence, mo, 64055, us"
Double Mushroom &amp; Swiss,7.49,790,"4011 s noland rd, independence, mo, 64055, us"
Big Cheeseburger,3.99,540,"4011 s noland rd, independence, mo, 64055, us"
Double Big Cheeseburger,7.49,760,"4011 s noland rd, independence, mo, 64055, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Super Star,6.99,950,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Frisco Burger,6.49,860,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Double Frisco Burger,7.99,1140,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Monster,8.99,1140,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Bacon Cheeseburger,6.59,740,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Double Bacon Cheeseburger,7.99,1010,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Mushroom &amp; Swiss,6.09,560,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Double Mushroom &amp; Swiss,7.59,790,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Big Cheeseburger,4.49,540,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
Double Big Cheeseburger,5.99,760,"4201 east w.t.harris blvd, charlotte, nc, 28215, us"
5 Piece Nashville Hot Hand-Breaded Chicken Tender Platter,5.49,670,"4260 legion road, hope mills, nc, 28348, us"
Mushroom &amp; Swiss,6.09,560,"4260 legion road, hope mills, nc, 28348, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.49,670,"4260 legion road, hope mills, nc, 28348, us"
Super Star,6.99,950,"4260 legion road, hope mills, nc, 28348, us"
Frisco Burger,6.49,860,"4260 legion road, hope mills, nc, 28348, us"
Double Frisco Burger,7.99,1140,"4260 legion road, hope mills, nc, 28348, us"
Monster,8.99,1140,"4260 legion road, hope mills, nc, 28348, us"
Bacon Cheeseburger,6.59,740,"4260 legion road, hope mills, nc, 28348, us"
Double Bacon Cheeseburger,8.09,1010,"4260 legion road, hope mills, nc, 28348, us"
Mushroom &amp; Swiss,6.09,560,"4260 legion road, hope mills, nc, 28348, us"
Double Mushroom &amp; Swiss,7.59,790,"4260 legion road, hope mills, nc, 28348, us"
Big Cheeseburger,4.49,540,"4260 legion road, hope mills, nc, 28348, us"
Double Big Cheeseburger,5.99,760,"4260 legion road, hope mills, nc, 28348, us"
Small Hamburger,2.49,250,"4260 legion road, hope mills, nc, 28348, us"
Small Cheeseburger,2.79,300,"4260 legion road, hope mills, nc, 28348, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.79,670,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Super Star,7.79,950,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Frisco Burger,6.39,860,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Double Frisco Burger,7.69,1140,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Monster,9.59,1140,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Bacon Cheeseburger,6.69,740,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Double Bacon Cheeseburger,8.19,1010,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Mushroom &amp; Swiss,6.09,560,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Double Mushroom &amp; Swiss,7.39,790,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Big Cheeseburger,3.89,540,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
Double Big Cheeseburger,7.39,760,"5201 ashley phosphate rd., north charleston, sc, 29418, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.79,670,"5259 highway 78, stone mountain, ga, 30087, us"
Super Star,7.79,950,"5259 highway 78, stone mountain, ga, 30087, us"
Frisco Burger,6.39,860,"5259 highway 78, stone mountain, ga, 30087, us"
Double Frisco Burger,7.69,1140,"5259 highway 78, stone mountain, ga, 30087, us"
Monster,9.59,1140,"5259 highway 78, stone mountain, ga, 30087, us"
Bacon Cheeseburger,6.69,740,"5259 highway 78, stone mountain, ga, 30087, us"
Double Bacon Cheeseburger,8.19,1010,"5259 highway 78, stone mountain, ga, 30087, us"
Mushroom &amp; Swiss,6.09,560,"5259 highway 78, stone mountain, ga, 30087, us"
Double Mushroom &amp; Swiss,7.39,790,"5259 highway 78, stone mountain, ga, 30087, us"
Big Cheeseburger,3.89,540,"5259 highway 78, stone mountain, ga, 30087, us"
Double Big Cheeseburger,7.39,760,"5259 highway 78, stone mountain, ga, 30087, us"
5 Piece Hand-Breaded Chicken Tender Platter,5.89,670,"5373 e bannister rd., kansas city, mo, 64137, us"
